gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgChargePerMonth,TenureBucket,MonthlyChargesBucket,churn_probability,risk_bucket,risk_decile,recommended_action
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,56.131690140845066,61+,51-75,0.17201972791604467,Low,4,No action
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,93.51153846153846,13-24,76-100,0.875914102309933,High,10,Target retention offer
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,60.106,25-36,51-75,0.4980407848416701,Medium,6,Watchlist / proactive support
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,48.65820895522388,61+,51-75,0.020367049024308696,Low,1,No action
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,35.45,0-6,26-50,0.8610692166587247,High,10,Target retention offer
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,40.625,0-6,26-50,0.6698315311746288,Medium,8,Watchlist / proactive support
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,27.632558139534886,37-48,26-50,0.04213879453421496,Low,2,No action
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,77.32608695652173,13-24,51-75,0.5805432550067429,Medium,7,Watchlist / proactive support
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,19.96484375,61+,0-25,0.008210106955784856,Low,1,No action
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,20.5359649122807,49-60,0-25,0.015836298852130754,Low,1,No action
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,70.45,0-6,51-75,0.8358385400303636,High,9,Target retention offer
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,89.24513888888889,61+,76-100,0.04342892128122286,Low,2,No action
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,70.45625,7-12,51-75,0.5383898874963271,Medium,7,Watchlist / proactive support
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,97.88934426229508,61+,100+,0.2572841585431325,Low,4,No action
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,82.64140625,61+,76-100,0.18854071469961237,Low,4,No action
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,24.735211267605635,61+,0-25,0.01220007709818982,Low,1,No action
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,98.71846153846154,61+,76-100,0.08584448919899211,Low,3,No action
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,20.45,0-6,0-25,0.22287316421212708,Low,4,No action
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,45.65,0-6,26-50,0.7413227004867562,High,8,Target retention offer
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,64.33166666666666,25-36,51-75,0.17262299173152987,Low,4,No action
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,71.42666666666668,13-24,51-75,0.4399142067519339,Medium,6,Watchlist / proactive support
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,70.54375,7-12,51-75,0.6780404762264248,Medium,8,Watchlist / proactive support
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,93.64285714285714,7-12,76-100,0.8458778641208723,High,10,Target retention offer
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,113.29357142857143,61+,100+,0.2699681338626627,Low,4,No action
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,84.11693548387096,61+,76-100,0.03778280423962917,Low,2,No action
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,18.916666666666668,0-6,0-25,0.2906790762328576,Low,5,No action
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,82.34285714285714,13-24,76-100,0.7407653572167754,High,8,Target retention offer
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,82.81590909090909,13-24,76-100,0.781900143376615,High,9,Target retention offer
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,19.086363636363636,13-24,0-25,0.09296650089156538,Low,3,No action
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,64.0,13-24,51-75,0.1185214408553852,Low,3,No action
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,25.16,7-12,26-50,0.10988031630805886,Low,3,No action
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,58.81153846153846,13-24,51-75,0.4468634495376826,Medium,6,Watchlist / proactive support
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,79.61749999999999,13-24,76-100,0.6657501189120298,Medium,8,Watchlist / proactive support
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,67.6,0-6,51-75,0.8568007317005516,High,10,Target retention offer
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,74.68396226415095,49-60,51-75,0.08004174534166762,Low,2,No action
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,21.263636363636365,7-12,0-25,0.1359336882270185,Low,3,No action
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,19.76014492753623,61+,0-25,0.008670031080468061,Low,1,No action
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,68.25,0-6,51-75,0.7854733020342071,High,9,Target retention offer
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,86.86736111111111,61+,76-100,0.045708170157437555,Low,2,No action
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,45.710344827586205,49-60,26-50,0.42282617091883323,Medium,6,Watchlist / proactive support
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,20.0875,13-24,0-25,0.2729838473952335,Low,5,No action
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,82.30813953488372,37-48,76-100,0.21350237599101854,Low,4,No action
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,121.4,0-6,100+,0.8935383157799167,High,10,Target retention offer
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,84.41071428571429,13-24,76-100,0.17318275331957883,Low,4,No action
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,94.3433962264151,49-60,76-100,0.4337151691290059,Medium,6,Watchlist / proactive support
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,20.4546875,25-36,0-25,0.07082620373356147,Low,2,No action
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,22.947058823529414,25-36,0-25,0.22487589617752704,Low,4,No action
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,76.38000000000001,13-24,51-75,0.8086130601447667,High,9,Target retention offer
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,71.94285714285715,7-12,76-100,0.642295033130222,Medium,7,Watchlist / proactive support
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,103.95,13-24,100+,0.792357870274617,High,9,Target retention offer
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,20.524590163934427,61+,0-25,0.032040843991242664,Low,1,No action
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,29.95,0-6,26-50,0.6588183398698257,Medium,8,Watchlist / proactive support
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,45.3,0-6,26-50,0.5853192211248467,Medium,7,Watchlist / proactive support
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,82.83125,7-12,76-100,0.8021820576125263,High,9,Target retention offer
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,74.34242424242424,25-36,51-75,0.16771575403436595,Low,4,No action
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,85.51153846153846,13-24,76-100,0.782341183561227,High,9,Target retention offer
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,24.8,0-6,0-25,0.8290696134860336,High,9,Target retention offer
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,51.1925,13-24,51-75,0.45951551902883275,Medium,6,Watchlist / proactive support
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,27.383333333333336,0-6,26-50,0.6913385655806311,Medium,8,Watchlist / proactive support
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,18.83076923076923,13-24,0-25,0.20439678968911845,Low,4,No action
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,59.4775,37-48,51-75,0.2746594888269813,Low,5,No action
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,73.79883720930232,37-48,51-75,0.12805018224182751,Low,3,No action
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,88.5,0-6,76-100,0.8504765781084349,High,10,Target retention offer
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,19.933333333333334,61+,0-25,0.006385932104613561,Low,1,No action
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,112.90694444444445,61+,100+,0.10592150467999972,Low,3,No action
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,20.215254237288136,49-60,0-25,0.010133769472878319,Low,1,No action
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,95.08250000000001,13-24,76-100,0.6386833109586038,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,24.474999999999998,13-24,0-25,0.07515340889672248,Low,2,No action
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,110.5042372881356,49-60,100+,0.6445697529935668,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,111.68958333333333,61+,100+,0.14557517175816945,Low,3,No action
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,20.75,0-6,0-25,0.3340699352254822,Low,5,No action
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,0,99.30185185185185,25-36,100+,0.4194704318361434,Medium,6,Watchlist / proactive support
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,79.45,13-24,76-100,0.6237617356237632,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,0,104.30281690140845,61+,100+,0.16008411387093302,Low,4,No action
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,79.53461538461539,13-24,76-100,0.75305829356593,High,8,Target retention offer
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,67.24886363636364,37-48,51-75,0.43623187546860603,Medium,6,Watchlist / proactive support
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,81.35909090909091,25-36,76-100,0.3154618506304159,Low,5,No action
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0,58.044444444444444,61+,51-75,0.025117338118103415,Low,1,No action
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,1,79.9,0-6,76-100,0.8531666372545327,High,10,Target retention offer
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,1,101.81315789473685,13-24,100+,0.7236852136952509,High,8,Target retention offer
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,0,103.9703125,61+,100+,0.29536277990023296,Low,5,No action
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,42.25,0-6,26-50,0.6467658917909868,Medium,8,Watchlist / proactive support
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0,25.25,0-6,26-50,0.7711418654688663,High,9,Target retention offer
Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0,18.42950819672131,61+,0-25,0.00934633854167658,Low,1,No action
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,0,18.622413793103448,25-36,0-25,0.09468588104865522,Low,3,No action
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,0,85.90652173913043,13-24,76-100,0.8171219062230675,High,9,Target retention offer
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,60.30614035087719,49-60,51-75,0.2973408651284897,Low,5,No action
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,0,43.608333333333334,61+,26-50,0.011550319124170932,Low,1,No action
Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,57.41212121212121,61+,51-75,0.036160310073875976,Low,2,No action
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,81.91538461538461,61+,76-100,0.062091618250013865,Low,2,No action
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,78.075,7-12,76-100,0.8057870421355594,High,9,Target retention offer
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,1,67.0875,0-6,51-75,0.847337203528814,High,10,Target retention offer
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,0,25.871830985915494,61+,0-25,0.010154585171439799,Low,1,No action
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,0,20.2,0-6,0-25,0.3305194949243929,Low,5,No action
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,1,44.8375,0-6,51-75,0.48337596756906503,Medium,6,Watchlist / proactive support
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,0,18.279166666666665,7-12,0-25,0.20170499305822073,Low,4,No action
Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,0,53.697916666666664,13-24,51-75,0.43255759306631436,Medium,6,Watchlist / proactive support
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,0,82.12096774193549,25-36,76-100,0.17937348338164882,Low,4,No action
